,Strain,Site,Project,Species,Host.family..plant..or.order.or.class..lichen.,Plant.or.Lichen.host,Site.Host,RICHNESS,ln_richness,Location,Habitat,Latitude,Longitude,Mean_annual_temperature,Mean_precipitation_driest_quarter,Mean_precipitation_wettest_quarter,Mean_annual_precipitation
2527,LG1322,Picacho Peak,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
2528,LG1323,Catalina,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Catalina_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.49,-110.91,17.6,8,73,37
2529,LG1324,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2530,LG1325,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2531,LG1326,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2532,LG1327,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2533,LG1328,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2534,LG1329,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2535,LG1330,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2536,LG1332,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2537,LG1346,Casa Grande,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2538,LG1348,Gila Bend,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Gila Bend_Plant-angiosperm,4,1.386294361,Arizona,Sonoran Desert,32.95,-112.73,22.9,1,28,14
2539,LG1349,Ajo,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Ajo_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.38,-112.87,21.9,2,37,18
2540,LG1350,Casa Grande,Arizona,Ephedra aspera,Ephedraceae,Plant-gnetophyte,Casa Grande_Plant-gnetophyte,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2541,LG1351,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2542,LG1352,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2543,LG1353,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2544,LG1354,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2545,LG1355,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2546,LG1356,Gila Bend,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Gila Bend_Plant-angiosperm,4,1.386294361,Arizona,Sonoran Desert,32.95,-112.73,22.9,1,28,14
2547,LG1359,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2548,LG1360,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2549,LG1361,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2550,LG1362,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2551,LG1363,Catalina,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Catalina_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.49,-110.91,17.6,8,73,37
2552,LG1364,Ajo,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Ajo_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.38,-112.87,21.9,2,37,18
2553,LG1365,Picacho Peak,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
2554,LG1366,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2555,LG1367,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2556,LG1368,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2557,LG1369,Ajo,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Ajo_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.38,-112.87,21.9,2,37,18
2558,LG1370,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2559,LG1371,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2560,LG1372,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2561,LG1374,Gila Bend,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Gila Bend_Plant-angiosperm,4,1.386294361,Arizona,Sonoran Desert,32.95,-112.73,22.9,1,28,14
2562,LG1382,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2563,LG1383,Gila Bend,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Gila Bend_Plant-angiosperm,4,1.386294361,Arizona,Sonoran Desert,32.95,-112.73,22.9,1,28,14
2564,LG1385,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2565,LG1386,Catalina,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Catalina_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.49,-110.91,17.6,8,73,37
2566,LG1387,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2567,LG1388,Sahuarita,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Sahuarita_Plant-gnetophyte,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2568,LG1389,Vail,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2569,LG1390,Sahuarita,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Sahuarita_Plant-gnetophyte,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2570,LG1391,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2571,LG1392,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2572,LG1393,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2573,LG1394,Fort Bowie,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Fort Bowie_Plant-gnetophyte,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2574,LG1396,Casa Grande,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2575,LG1398,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2576,LG1399,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2577,LG1400,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2578,LG1401,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2579,LG1403,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2580,LG1404,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
2582,LG1406,Casa Grande,Arizona,Ephedra aspera,Ephedraceae,Plant-gnetophyte,Casa Grande_Plant-gnetophyte,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2583,LG1407,Picacho Peak,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
2584,LG1408,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2585,LG1409,Ajo,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Ajo_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.38,-112.87,21.9,2,37,18
2586,LG1411,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2587,LG1412,Picacho Peak,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
2588,LG1413,Casa Grande,Arizona,Ephedra aspera,Ephedraceae,Plant-gnetophyte,Casa Grande_Plant-gnetophyte,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2589,LG1414,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2590,LG1415,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2591,LG1416,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2592,LG1417,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2593,LG1418,Picacho Peak,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
2594,LG1419,Lake Havasu,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2595,LG1420,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2596,LG1423,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2597,LG1424,Picacho Peak,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
2598,LG1426,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2599,LG1427,Picacho Peak,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
2600,LG1428,Lake Havasu,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2601,LG1429,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2602,LG1430,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2603,LG1431,Picacho Peak,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
2604,LG1432,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2605,LG1433,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2606,LG1434,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2607,MTL0002,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2609,MTL0003,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2611,MTL0004,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2613,MTL0005,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2615,MTL0006,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2617,MTL0007,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2619,MTL0008,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2621,MTL0009,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2623,MTL0010,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2625,MTL0011,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2627,MTL0012,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2629,MTL0013,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2631,MTL0014,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2633,MTL0015,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2635,MTL0016,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2637,MTL0018,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2639,MTL0019,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2641,MTL0021,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2643,MTL0023,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2645,MTL0024,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2647,MTL0025,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2649,MTL0026,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2651,MTL0027,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2653,MTL0029,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2655,MTL0030,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2657,MTL0031,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.44,-110.79,11.7,12,116,58
2659,MTL0033,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2661,MTL0034,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2663,MTL0035,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2665,MTL0036,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2667,MTL0037,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2669,MTL0038,Mt. Lemmon,Arizona,Pinus leiophylla,Peltigerales,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,High elevation Madrean forest,32.395,-110.705,13.6,11,109,54
2671,PC001,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
2673,PC007,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
2675,PC009,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
2677,PC019,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
2679,PC020,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
2681,PC021,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
2683,PC022,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
2685,PC023,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
2687,PC024,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
2689,PC025,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
2691,PC026,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
2693,PC027,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
2695,PC028,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
2697,PC029,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
2699,PC030,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
2701,PC032,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
2703,PC033,Tucson Mountains,Arizona,Xanthoparmelia sp.,Lecanorales,Lichen-saxicolous,Tucson Mountains_Lichen-saxicolous,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
